address,description,phone,price,title
"Lambourne Place, Blackheath, London, SE3","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£630,000 ,Guide price","3 bedroom terraced house for sale, - "
"De Beauvoir Crescent, De Beauvoir, London, N1",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£635,000 ","2 bedroom flat for sale, - "
"Elspeth Road, London, SW11","*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£675,000 ,Guide price","3 bedroom flat for sale, - "
"Niagara Avenue, Ealing, W5","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£1,195,000 ,Offers in excess of","4 bedroom end of terrace house for sale, - "
"523, Uxbridge Road, Hatch End","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£200,000 ,Offers in region of","1 bedroom retirement property for sale, - "
"The Stage, Hewett Street, London, EC2A",HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£825,000 ","1 bedroom apartment for sale, - "
"Portland Court, Grove Road, Sutton",One of three houses on the Bickley Park Estate designed and built by renowned architect Ernest Newton and local builder Francis Duthoit. Completed in 1904 ‘Crosshand House’ is one of Bickley’s most iconic houses and an example of Newton’s shift in styles from Arts and Craft’s to Neo Georgian.,01895 647439,"£315,000 ,Offers over","2 bedroom flat for sale, - "
"Burnham Court, 33 Marsh Lane, HA7","*WE'RE OPEN!* An exclusive one bedroom apartment boasting the best in modern luxury specification, the apartment comes with a fully-fitted kitchen with integrated Miele and Bosch appliances and granite worktops. It comes with USB charging points throughout and outside space in the form of a...",020 8022 6771,"£495,000 ,Guide price","2 bedroom apartment for sale, - "
"Chase Side Cresent, John Keats Lodge, EN2","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 2371,"£375,000 ,Offers in excess of","2 bedroom apartment for sale, - "
"Wallorton Gardens, East Sheen, SW14","Double fronted and detached 5 bedroom house for sale in St Margarets  This elegantly appointed 5 bedroom family home is situated in one of St Margarets most sought after locations.   The 2,421 sq ft accommodation has been arranged over three floors, and has undergone extensive refurbishment to...",020 8022 6771,"£500,000 ","1 bedroom apartment for sale, - "
"Eversley Avenue, Bexleyheath",A stunning and completely restored two-bedroom period cottage found in the heart of the ever sought-after Royal Greenwich Village.,020 8115 8756,"£250,000 ,Guide price","2 bedroom maisonette for sale, - "
"Ajax Court, Colindale Avenue, COLINDALE, NW9","1 bedroom maisonette apartment for sale

Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...",020 8115 1011,"£295,000 ","2 bedroom apartment for sale, - "
"Shooters Hill Road, Blackheath, London, SE3","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£485,000 ","2 bedroom flat for sale, - "
"Malpas Road, London, E8",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£650,000 ,Guide price","4 bedroom terraced house for sale, - "
"Gauden Road, Clapham","A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£800,000 ","4 bedroom flat for sale, - "
"Wick Road, Hackney, London, E9","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£415,000 ","3 bedroom flat for sale, - "
"Chiswick Wharf, Chiswick, London, W4","*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£1,595,000 ,Guide price","5 bedroom terraced house for sale, - "
"Abbey Lane, London","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£280,000 ,Offers in region of","1 bedroom flat for sale, - "
"Mount View Road, N4","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£1,495,000 ","5 bedroom terraced house for sale, - "
"Westgate Apartments, 14 Western Gateway, Royal Victoria, London, E16",HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£325,000 ","1 bedroom apartment for sale, - "
"Station Road, London",One of three houses on the Bickley Park Estate designed and built by renowned architect Ernest Newton and local builder Francis Duthoit. Completed in 1904 ‘Crosshand House’ is one of Bickley’s most iconic houses and an example of Newton’s shift in styles from Arts and Craft’s to Neo Georgian.,01895 647439,"£260,000 ,Guide price","1 bedroom flat for sale, - "
"Lumiere Apartments, St Johns Hill, Clapham Junction, SW11","*WE'RE OPEN!* An exclusive one bedroom apartment boasting the best in modern luxury specification, the apartment comes with a fully-fitted kitchen with integrated Miele and Bosch appliances and granite worktops. It comes with USB charging points throughout and outside space in the form of a...",020 8022 6771,"£500,000 ,Offers in excess of","2 bedroom flat for sale, - "
"BIRCH CLOSE, BANSTEAD",A stunning and completely restored two-bedroom period cottage found in the heart of the ever sought-after Royal Greenwich Village.,020 8115 8756,"£750,000 ","4 bedroom detached house for sale, - "
"Pippin Close, Shirley","1 bedroom maisonette apartment for sale

Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...",020 8115 1011,"£419,000 ","3 bedroom terraced house for sale, - "
"Walsingham Road, Mitcham","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£425,000 ","3 bedroom end of terrace house for sale, - "
